-1.58,-0.91
-1.58,-0.9
-1.57,-0.88
-1.55,-0.84
-1.55,-0.86
-1.57,-0.86
-1.57,-0.85
-1.58,-0.87
-1.57,-0.02
-1.54,-0.88
-1.58,-0.86
-1.6,-0.89
-1.62,-0.9
-1.67,-0.91
-1.65,-0.89
-1.63,-0.9
-1.6,-0.88
-1.6,-0.86
-1.59,-0.87
-1.58,-0.86
-1.61,-0.84
-1.59,-0.84
-1.58,-0.84
-1.59,-0.01
-1.6,-0.89
-1.59,-0.88
-1.57,-0.88
-1.57,-0.92
-1.54,-0.93
-1.55,-0.94
-1.61,-0.93
-1.61,-0.94
-1.59,-0.89
-1.57,-0.9
-1.59,-0.9
-1.6,-0.86
-1.57,-0.86
-1.57,-0.87
-1.57,-0.91
-1.56,-0.94
-1.56,-0.96
-1.53,-0.94
-1.51,-0.94
-1.53,-0.94
-1.53,-0.91
-1.55,-0.89
-1.55,-0.91
-1.59,-0.89
-1.56,-0.9
-1.54,-0.95
-1.54,-0.92
-1.52,-0.94
-1.55,-0.98
-1.53,-0.96
-1.52,-0.96
-1.53,-0.97
-1.52,-0.94
-1.49,-0.93
-1.49,-0.9
-1.48,-0.91
-1.5,-0.9
-1.49,-0.91
-1.53,-0.92
-1.52,-0.92
-1.53,-0.89
-1.55,-0.88
-1.55,-0.9
-1.54,-0.9
-1.52,-0.9
-1.53,-0.88
-1.53,-0.87
-1.54,-0.87
-1.56,-0.88
-1.56,-0.89
-1.55,-0.94
-1.55,-0.92
-1.57,-0.92
-1.59,-0.88
-1.59,-0.88
-1.58,-0.87
-1.55,-0.86
-1.57,-0.86
-1.57,-0.88
-1.58,-0.92
-1.57,-0.92
-1.57,-0.94
-1.56,-0.94
-1.53,-0.93
-1.58,-0.92
-1.58,-0.88
-1.56,-0.88
-1.54,-0.87
-1.55,-0.87
-1.56,-0.86
-1.55,-0.88
-1.55,-0.86
-1.58,-0.86
-1.6,-0.89
-1.59,-0.95
-1.59,-0.94
-1.57,-0.9
-1.53,-0.92
-1.56,-0.91
-1.55,-0.9
-1.53,-0.88
-1.51,-0.86
-1.47,-0.84
-1.5,-0.85
-1.53,-0.86
-1.55,-0.84
-1.54,-0.86
-1.54,-0.87
-1.55,-0.9
-1.56,-0.92
-1.53,-0.9
-1.52,-0.88
-1.53,-0.88
-1.54,-0.88
-1.51,-0.84
-1.54,-0.87
-1.54,-0.88
-1.53,-0.9
-1.56,-0.88
-1.59,-0.89
-1.58,-0.93
-1.6,-0.92
-1.6,-0.95
-1.62,-0.92
-1.61,-0.91
-1.59,-0.88
-1.57,-0.92
-1.58,-0.89
-1.57,-0.88
-1.57,-0.87
-1.57,-0.86
-1.55,-0.85
-1.55,-0.88
-1.56,-0.86
-1.53,-0.89
-1.53,-0.88
-1.54,-0.89
-1.57,-0.84
-1.57,-0.85
-1.55,-0.83
-1.56,-0.84
-1.59,-0.83
-1.57,-0.82
-1.61,-0.87
-1.63,-0.86
-1.59,-0.84
-1.58,-0.87
-1.58,-0.9
-1.59,-0.91
-1.57,-0.92
-1.59,-0.91
-1.6,-0.89
-1.54,-0.88
-1.54,-0.89
-1.53,-0.88
-1.53,-0.82
-1.51,-0.83
-1.51,-0.86
-1.54,-0.88
-1.53,-0.88
-1.51,-0.87
-1.53,-0.9
-1.52,-0.93
-1.51,-0.94
-1.46,-0.94
-1.5,-0.95
-1.52,-0.88
-1.53,-0.86
-1.49,-0.86
-1.49,-0.86
-1.51,-0.86
